Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
275,Japan,9,2017,Phishing,Healthcare,47.39,470895,Nation-state,Social Engineering,Encryption,63,44
276,France,5,2017,Malware,Education,3.21,342049,Nation-state,Unpatched Software,AI-based Detection,31,67
277,Brazil,8,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55,105
278,India,2,2019,Man-in-the-Middle,Education,27.45,633466,Unknown,Zero-day,AI-based Detection,16,45
279,USA,10,2023,Malware,Telecommunications,23.98,123866,Nation-state,Zero-day,Firewall,43,50
280,France,5,2017,DDoS,Telecommunications,79.93,305905,Unknown,Unpatched Software,Encryption,44,82
281,Russia,7,2023,SQL Injection,Telecommunications,3.66,702942,Nation-state,Unpatched Software,AI-based Detection,34,11
282,Brazil,8,2016,Man-in-the-Middle,Retail,72.78,11339,Hacker Group,Social Engineering,AI-based Detection,34,62
283,UK,3,2017,SQL Injection,Banking,73.88,8385,Nation-state,Social Engineering,AI-based Detection,69,28
284,Russia,7,2024,Ransomware,Banking,52.8,21810,Insider,Zero-day,VPN,48,91
285,India,2,2018,Man-in-the-Middle,Healthcare,94.6,7347,Insider,Zero-day,AI-based Detection,7,45
286,Germany,4,2021,SQL Injection,Education,1.62,61463,Hacker Group,Weak Passwords,Antivirus,58,72
287,Russia,7,2020,DDoS,Healthcare,0.82,683572,Insider,Zero-day,Antivirus,69,79
288,Germany,4,2015,Malware,Healthcare,90.91,654633,Nation-state,Weak Passwords,Antivirus,43,46
289,Japan,9,2021,DDoS,Banking,32.84,311274,Hacker Group,Zero-day,Encryption,67,27
290,Russia,7,2017,Malware,Education,63.33,185208,Unknown,Zero-day,Firewall,3,50
291,Russia,7,2022,Man-in-the-Middle,Healthcare,27.82,182378,Insider,Social Engineering,AI-based Detection,10,62
292,China,1,2016,Phishing,IT,7.73,800480,Unknown,Zero-day,VPN,31,10
293,India,2,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68,13
294,Russia,7,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60,2
295,Germany,4,2024,Ransomware,Education,11.81,418893,Insider,Social Engineering,Firewall,31,54
296,Germany,4,2016,Ransomware,Education,15.09,914593,Unknown,Weak Passwords,AI-based Detection,1,100
297,Japan,9,2015,SQL Injection,Banking,20.69,344789,Unknown,Zero-day,AI-based Detection,69,111
298,India,2,2019,DDoS,Telecommunications,36.86,116906,Insider,Social Engineering,VPN,7,22
299,Australia,6,2019,Phishing,Education,10.87,812343,Insider,Social Engineering,Antivirus,16,105
300,China,1,2017,Malware,IT,18.17,346390,Hacker Group,Weak Passwords,Firewall,36,98
301,Brazil,8,2018,Phishing,IT,13.89,30925,Insider,Zero-day,Encryption,43,15
302,UK,3,2017,DDoS,Government,15.63,663812,Nation-state,Zero-day,Antivirus,57,79
303,Brazil,8,2020,Man-in-the-Middle,Government,32.72,220978,Nation-state,Zero-day,VPN,47,84
304,UK,3,2021,DDoS,Banking,97.03,100486,Nation-state,Unpatched Software,Firewall,31,9
305,Russia,7,2023,SQL Injection,Education,75.63,195733,Nation-state,Weak Passwords,Antivirus,70,72
306,Japan,9,2023,Man-in-the-Middle,Healthcare,64.21,707978,Nation-state,Weak Passwords,VPN,41,3
307,Brazil,8,2018,Phishing,Healthcare,99.14,456432,Insider,Weak Passwords,Antivirus,66,21
308,Brazil,8,2016,Man-in-the-Middle,IT,75.51,37230,Unknown,Social Engineering,AI-based Detection,52,62
309,UK,3,2015,DDoS,Government,11.68,890414,Nation-state,Unpatched Software,AI-based Detection,28,13
310,France,5,2021,Malware,IT,33.84,440358,Nation-state,Social Engineering,Antivirus,5,26
311,India,2,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36,42
312,France,5,2018,Phishing,Banking,89.77,134364,Nation-state,Zero-day,Antivirus,63,31
313,Germany,4,2017,DDoS,Telecommunications,15.01,406483,Insider,Weak Passwords,Antivirus,62,39
314,Brazil,8,2018,SQL Injection,IT,98.38,661583,Insider,Social Engineering,Encryption,30,81
315,Russia,7,2015,SQL Injection,Education,23.49,642834,Unknown,Weak Passwords,Antivirus,34,72
316,Brazil,8,2017,Ransomware,IT,9.43,493087,Hacker Group,Unpatched Software,Encryption,44,25
317,Brazil,8,2021,Man-in-the-Middle,IT,97.37,966570,Nation-state,Weak Passwords,Antivirus,32,52
318,Russia,7,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8,32
319,Germany,4,2020,Phishing,Retail,78.84,733304,Unknown,Weak Passwords,VPN,19,32
320,India,2,2023,Ransomware,Telecommunications,3.51,661681,Hacker Group,Weak Passwords,AI-based Detection,14,100
321,France,5,2020,SQL Injection,IT,25.32,644538,Unknown,Social Engineering,Antivirus,57,8
322,Germany,4,2015,Phishing,Banking,58.78,861637,Unknown,Social Engineering,VPN,15,47
323,Brazil,8,2016,SQL Injection,Telecommunications,73.76,393189,Unknown,Zero-day,Antivirus,37,89
324,France,5,2022,SQL Injection,Healthcare,27.06,999545,Hacker Group,Social Engineering,Encryption,47,81
325,UK,3,2021,SQL Injection,IT,77.82,935572,Hacker Group,Social Engineering,Encryption,61,81
326,France,5,2016,Ransomware,IT,55.99,724608,Hacker Group,Social Engineering,Antivirus,21,83
327,Brazil,8,2024,DDoS,Banking,55.73,750979,Unknown,Social Engineering,AI-based Detection,30,18
328,India,2,2017,Malware,Telecommunications,7.44,552358,Nation-state,Weak Passwords,AI-based Detection,42,40
329,Australia,6,2019,Phishing,Banking,37.07,902654,Insider,Social Engineering,Antivirus,9,105
330,UK,3,2022,Ransomware,Healthcare,75.67,413293,Hacker Group,Zero-day,Antivirus,27,106
331,India,2,2024,Malware,Retail,56.19,114357,Insider,Zero-day,AI-based Detection,58,29
332,USA,10,2018,Malware,Government,70.53,363432,Hacker Group,Zero-day,AI-based Detection,40,29
333,Japan,9,2016,SQL Injection,Telecommunications,63.77,304618,Unknown,Unpatched Software,Antivirus,54,41
334,India,2,2022,SQL Injection,IT,32.73,153154,Hacker Group,Zero-day,VPN,37,36
335,China,1,2022,Malware,Banking,21.87,741153,Insider,Social Engineering,Encryption,66,76
336,Japan,9,2024,Man-in-the-Middle,Healthcare,72.08,261230,Insider,Social Engineering,VPN,19,5
337,UK,3,2023,SQL Injection,Telecommunications,53.82,688014,Unknown,Zero-day,Encryption,18,102
338,Australia,6,2018,DDoS,Education,3.3,45027,Unknown,Social Engineering,Antivirus,68,112
339,Australia,6,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62,40
340,Germany,4,2024,Malware,Government,93.49,702688,Hacker Group,Unpatched Software,Antivirus,39,42
341,China,1,2016,Man-in-the-Middle,Banking,97.28,86038,Insider,Weak Passwords,Encryption,19,113
342,Japan,9,2015,Malware,Education,17.19,899381,Insider,Unpatched Software,Firewall,66,70
343,India,2,2023,Malware,IT,54.21,157667,Insider,Weak Passwords,VPN,34,114
344,UK,3,2021,Malware,Government,64.28,643714,Nation-state,Weak Passwords,VPN,25,114
345,USA,10,2023,Ransomware,Education,71.31,3607,Insider,Zero-day,AI-based Detection,7,115
346,UK,3,2017,Phishing,Banking,52.31,259706,Hacker Group,Social Engineering,Antivirus,2,105
347,India,2,2021,Man-in-the-Middle,Retail,40.94,698921,Insider,Weak Passwords,Firewall,72,116
348,Brazil,8,2024,Ransomware,Government,32.21,482574,Nation-state,Unpatched Software,Firewall,22,2
349,France,5,2017,DDoS,IT,20.44,618269,Nation-state,Weak Passwords,VPN,48,90
350,Russia,7,2016,Ransomware,Government,59.66,854961,Unknown,Unpatched Software,AI-based Detection,7,87
351,Brazil,8,2019,SQL Injection,Education,56.33,595157,Unknown,Zero-day,Encryption,41,102
352,France,5,2016,SQL Injection,Government,2.24,813706,Hacker Group,Weak Passwords,VPN,54,117
353,Brazil,8,2018,DDoS,Telecommunications,82.05,322527,Nation-state,Weak Passwords,Firewall,46,97
354,China,1,2024,DDoS,Healthcare,11.92,557016,Unknown,Zero-day,Firewall,34,104
355,UK,3,2017,DDoS,Healthcare,54.83,966668,Hacker Group,Weak Passwords,AI-based Detection,15,34
356,France,5,2020,SQL Injection,Retail,36.17,813165,Nation-state,Unpatched Software,Antivirus,44,41
357,France,5,2018,SQL Injection,Government,80.06,400807,Unknown,Weak Passwords,Firewall,67,118
358,Brazil,8,2023,Man-in-the-Middle,Retail,74.85,549300,Hacker Group,Weak Passwords,Antivirus,26,52
359,Brazil,8,2021,Ransomware,Government,74.01,956893,Unknown,Social Engineering,Antivirus,49,83
360,India,2,2015,SQL Injection,Government,46.2,245370,Insider,Social Engineering,AI-based Detection,57,28
361,Brazil,8,2017,Malware,IT,9.59,912731,Nation-state,Zero-day,Firewall,4,50
362,USA,10,2017,Malware,Telecommunications,81.19,362085,Insider,Weak Passwords,VPN,5,114
363,Germany,4,2022,SQL Injection,Telecommunications,42.8,862664,Hacker Group,Zero-day,Firewall,44,119
364,China,1,2015,Ransomware,Telecommunications,32.65,313384,Insider,Social Engineering,Antivirus,51,83
365,Russia,7,2018,Malware,Banking,17.99,593009,Unknown,Social Engineering,Firewall,27,17
366,Germany,4,2023,SQL Injection,Banking,30.68,933754,Insider,Social Engineering,Firewall,36,58
367,Japan,9,2015,DDoS,Government,82.12,55055,Hacker Group,Unpatched Software,VPN,44,7
368,France,5,2020,SQL Injection,Education,94.63,481180,Hacker Group,Weak Passwords,AI-based Detection,10,107
369,Russia,7,2020,Man-in-the-Middle,Banking,54.03,110260,Unknown,Weak Passwords,VPN,66,3
370,USA,10,2020,DDoS,Government,10.54,741592,Insider,Social Engineering,VPN,69,22
371,Russia,7,2020,Phishing,Education,34.41,928026,Unknown,Social Engineering,VPN,5,47
372,Germany,4,2018,SQL Injection,Education,84.27,399014,Nation-state,Zero-day,Firewall,52,119
373,China,1,2018,Ransomware,Retail,35.08,42831,Hacker Group,Social Engineering,Antivirus,42,83
374,UK,3,2018,Man-in-the-Middle,Healthcare,45.11,545613,Insider,Unpatched Software,VPN,25,77
375,Australia,6,2023,Man-in-the-Middle,Retail,92.57,813789,Nation-state,Unpatched Software,Antivirus,27,66
376,UK,3,2015,Ransomware,Banking,13.49,345825,Hacker Group,Zero-day,AI-based Detection,6,115
377,UK,3,2016,Phishing,Education,8.42,29671,Insider,Unpatched Software,Encryption,61,57
378,Australia,6,2020,Phishing,Government,92.5,34011,Insider,Unpatched Software,Firewall,9,53
379,USA,10,2018,SQL Injection,Banking,63.8,341383,Nation-state,Weak Passwords,Antivirus,9,72
380,Japan,9,2020,Ransomware,Banking,40.86,565080,Unknown,Zero-day,Encryption,6,88
381,Germany,4,2019,Malware,Banking,79.24,862136,Hacker Group,Zero-day,VPN,44,92
382,Japan,9,2022,Man-in-the-Middle,Retail,37.15,241151,Hacker Group,Social Engineering,Antivirus,56,6
383,India,2,2024,Man-in-the-Middle,Government,62.06,321158,Insider,Zero-day,VPN,37,84
384,France,5,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24,15
385,UK,3,2015,Man-in-the-Middle,Healthcare,82.54,34240,Insider,Weak Passwords,Encryption,45,113
386,USA,10,2019,Malware,Government,34.4,98018,Insider,Zero-day,VPN,55,92
387,Japan,9,2024,Phishing,Education,72.2,555808,Unknown,Weak Passwords,AI-based Detection,4,43
388,UK,3,2021,SQL Injection,Healthcare,52.23,449333,Hacker Group,Unpatched Software,Encryption,39,30
389,UK,3,2024,Man-in-the-Middle,Retail,7.16,368618,Nation-state,Social Engineering,Firewall,22,94
390,France,5,2022,Man-in-the-Middle,IT,78.23,310175,Hacker Group,Unpatched Software,AI-based Detection,53,16
391,UK,3,2020,Phishing,Retail,25.1,986980,Nation-state,Zero-day,VPN,71,10
392,UK,3,2024,DDoS,Retail,88.54,518181,Insider,Zero-day,Antivirus,24,79
393,India,2,2015,Phishing,Retail,49.51,72782,Unknown,Zero-day,Encryption,63,15
394,Russia,7,2018,DDoS,Telecommunications,4.08,502842,Unknown,Zero-day,VPN,15,38
395,UK,3,2024,Phishing,Retail,89.31,376586,Unknown,Weak Passwords,AI-based Detection,51,43
396,Germany,4,2023,Phishing,Government,88.55,698597,Unknown,Social Engineering,Antivirus,66,105
397,Russia,7,2015,SQL Injection,Education,5.26,559195,Insider,Weak Passwords,VPN,52,117
398,India,2,2024,Ransomware,Retail,17.57,236253,Unknown,Social Engineering,Firewall,38,54
399,Brazil,8,2016,DDoS,Healthcare,8.01,534847,Nation-state,Zero-day,Firewall,3,104
400,Australia,6,2016,Malware,Retail,39.86,262611,Unknown,Social Engineering,Antivirus,33,26
401,Brazil,8,2021,SQL Injection,Telecommunications,11.61,848702,Unknown,Weak Passwords,Antivirus,48,72
402,Germany,4,2017,Man-in-the-Middle,Retail,73.98,609952,Hacker Group,Unpatched Software,VPN,7,77
403,Germany,4,2022,Man-in-the-Middle,IT,65.86,978868,Insider,Weak Passwords,AI-based Detection,39,108
404,Australia,6,2021,Ransomware,Retail,41.26,659734,Insider,Unpatched Software,Antivirus,54,71
405,Japan,9,2022,DDoS,Retail,64.38,88354,Nation-state,Social Engineering,AI-based Detection,52,18
406,Brazil,8,2022,Phishing,Banking,75.01,771434,Hacker Group,Social Engineering,AI-based Detection,38,101
407,Australia,6,2016,SQL Injection,Banking,1.73,91560,Hacker Group,Weak Passwords,AI-based Detection,35,107
408,UK,3,2021,Phishing,Healthcare,1.35,375292,Unknown,Unpatched Software,Firewall,48,53
409,Japan,9,2015,SQL Injection,Retail,70.88,43366,Unknown,Weak Passwords,AI-based Detection,43,107
410,India,2,2019,Ransomware,Telecommunications,32.08,429224,Unknown,Social Engineering,AI-based Detection,56,4
411,Brazil,8,2017,Phishing,Healthcare,68.99,526227,Hacker Group,Weak Passwords,VPN,62,32
412,Japan,9,2024,Man-in-the-Middle,Retail,9.77,621770,Insider,Unpatched Software,AI-based Detection,70,16
413,India,2,2019,DDoS,Telecommunications,14.53,857688,Insider,Zero-day,Antivirus,55,79
414,Brazil,8,2024,SQL Injection,Banking,33.06,644841,Insider,Weak Passwords,Antivirus,64,72
415,Russia,7,2024,Man-in-the-Middle,IT,67.61,242847,Unknown,Unpatched Software,VPN,37,77
416,China,1,2022,Man-in-the-Middle,IT,85.3,155225,Unknown,Weak Passwords,Antivirus,13,52
417,Japan,9,2017,Man-in-the-Middle,Banking,79.68,712646,Nation-state,Unpatched Software,AI-based Detection,50,16
418,UK,3,2022,Phishing,Government,61.87,298941,Unknown,Zero-day,Antivirus,13,31
419,Russia,7,2018,Man-in-the-Middle,Telecommunications,4.92,783480,Insider,Zero-day,AI-based Detection,55,45
420,Germany,4,2019,Phishing,Healthcare,99.97,950451,Hacker Group,Weak Passwords,AI-based Detection,29,43
421,China,1,2018,Malware,Education,95.42,917848,Insider,Social Engineering,VPN,30,74
422,Germany,4,2016,SQL Injection,Education,42.98,194633,Nation-state,Social Engineering,Antivirus,37,8
423,Australia,6,2016,Malware,Telecommunications,68.42,778844,Unknown,Zero-day,Encryption,65,59
424,France,5,2018,SQL Injection,Government,36.14,668774,Unknown,Social Engineering,Firewall,61,58
425,France,5,2023,SQL Injection,Healthcare,69.76,824351,Unknown,Zero-day,Firewall,17,119
426,UK,3,2020,Phishing,Healthcare,3.02,510974,Unknown,Weak Passwords,Encryption,16,95
427,Australia,6,2021,Man-in-the-Middle,Healthcare,86.29,404595,Unknown,Social Engineering,AI-based Detection,3,62
428,Germany,4,2022,SQL Injection,IT,6.31,742273,Hacker Group,Zero-day,AI-based Detection,67,111
429,China,1,2016,Phishing,IT,27.46,973388,Nation-state,Zero-day,AI-based Detection,63,23
430,China,1,2024,DDoS,Government,69.28,890675,Hacker Group,Unpatched Software,Firewall,5,9
431,Germany,4,2022,SQL Injection,Education,68.96,710896,Nation-state,Zero-day,Firewall,18,119
432,India,2,2023,SQL Injection,Retail,2.85,30883,Nation-state,Weak Passwords,AI-based Detection,51,107
433,UK,3,2020,SQL Injection,Government,53.76,153355,Unknown,Zero-day,Encryption,57,102
434,Japan,9,2020,DDoS,Healthcare,25.83,96706,Insider,Unpatched Software,Firewall,42,9
435,Australia,6,2016,SQL Injection,IT,43.76,959797,Nation-state,Social Engineering,Antivirus,32,8
436,China,1,2024,Phishing,Telecommunications,9.45,501864,Hacker Group,Unpatched Software,Encryption,12,57
437,Japan,9,2024,Man-in-the-Middle,IT,63.57,358626,Unknown,Weak Passwords,VPN,26,3
438,Japan,9,2017,Man-in-the-Middle,Healthcare,11.3,64472,Insider,Social Engineering,Firewall,43,94
439,India,2,2023,DDoS,Education,82.11,23683,Hacker Group,Weak Passwords,Encryption,69,60
440,USA,10,2017,Man-in-the-Middle,IT,5.21,22635,Unknown,Unpatched Software,AI-based Detection,8,16
441,UK,3,2017,SQL Injection,Government,98.75,894933,Insider,Weak Passwords,Antivirus,59,72
442,UK,3,2023,Malware,Banking,55.34,259176,Unknown,Unpatched Software,VPN,3,24
443,China,1,2022,Man-in-the-Middle,Banking,12.36,987115,Unknown,Social Engineering,Encryption,55,73
444,France,5,2022,DDoS,Healthcare,6.48,727601,Insider,Social Engineering,Encryption,50,14
445,UK,3,2021,Phishing,Retail,56.53,542850,Nation-state,Zero-day,Antivirus,41,31
446,India,2,2023,Ransomware,Education,41.15,352194,Nation-state,Unpatched Software,Firewall,10,2
447,France,5,2019,Malware,Healthcare,39.83,571521,Nation-state,Weak Passwords,Antivirus,8,46
448,Brazil,8,2023,SQL Injection,Healthcare,47.59,933271,Insider,Unpatched Software,Antivirus,30,41
449,Brazil,8,2022,Phishing,Banking,98.06,884502,Insider,Unpatched Software,AI-based Detection,55,85
450,China,1,2015,Ransomware,IT,57.27,762001,Nation-state,Social Engineering,VPN,67,20
451,France,5,2016,DDoS,Government,82.49,351330,Nation-state,Weak Passwords,VPN,57,90
452,Australia,6,2023,Malware,Healthcare,37.73,158107,Unknown,Unpatched Software,AI-based Detection,43,67
453,USA,10,2016,SQL Injection,Government,77.45,632319,Unknown,Weak Passwords,AI-based Detection,47,107
454,India,2,2017,DDoS,Government,75.52,352250,Insider,Zero-day,VPN,39,38
455,France,5,2018,Ransomware,Telecommunications,11.28,504165,Hacker Group,Zero-day,AI-based Detection,55,115
456,Brazil,8,2024,DDoS,Telecommunications,36.69,738981,Unknown,Social Engineering,VPN,45,22
457,UK,3,2021,Ransomware,Banking,79.33,555527,Unknown,Unpatched Software,Firewall,33,2
458,Russia,7,2019,SQL Injection,Banking,59.78,681856,Insider,Zero-day,VPN,52,36
459,Germany,4,2024,DDoS,Retail,38.65,197609,Nation-state,Social Engineering,VPN,15,22
460,USA,10,2018,Man-in-the-Middle,Banking,85.29,685291,Hacker Group,Social Engineering,Encryption,53,73
461,Japan,9,2024,Ransomware,Retail,37.49,835730,Insider,Zero-day,VPN,14,91
462,Germany,4,2016,Phishing,Education,48.57,907547,Unknown,Unpatched Software,Firewall,33,53
463,France,5,2019,Phishing,Retail,3,298096,Unknown,Social Engineering,Firewall,16,69
464,UK,3,2023,Phishing,Retail,33.06,18579,Unknown,Social Engineering,VPN,13,47
465,UK,3,2021,Malware,Education,70.9,490771,Nation-state,Weak Passwords,Antivirus,70,46
466,Germany,4,2020,Phishing,Healthcare,38.12,394577,Nation-state,Unpatched Software,Encryption,33,57
467,India,2,2021,DDoS,Telecommunications,35.19,155426,Nation-state,Zero-day,Firewall,16,104
468,Russia,7,2017,Ransomware,Education,88.9,444399,Insider,Zero-day,Encryption,38,88
469,Japan,9,2015,Man-in-the-Middle,Healthcare,7.96,770028,Unknown,Unpatched Software,Firewall,58,78
470,Brazil,8,2023,Ransomware,Retail,66.38,608520,Hacker Group,Zero-day,VPN,14,91
471,Australia,6,2020,DDoS,Healthcare,91.45,471113,Hacker Group,Unpatched Software,AI-based Detection,71,13
472,Germany,4,2015,Man-in-the-Middle,Retail,63.65,311253,Nation-state,Weak Passwords,AI-based Detection,36,108
473,Brazil,8,2023,DDoS,IT,84.19,390409,Insider,Zero-day,AI-based Detection,31,35
474,China,1,2015,SQL Injection,IT,28.35,604786,Unknown,Zero-day,VPN,34,36
475,China,1,2024,SQL Injection,Government,84.23,568377,Unknown,Social Engineering,Antivirus,38,8
476,Russia,7,2020,SQL Injection,Telecommunications,29.89,267678,Insider,Zero-day,AI-based Detection,13,111
477,Australia,6,2020,Malware,Education,5.95,592485,Insider,Weak Passwords,Firewall,10,98
478,USA,10,2018,DDoS,Government,84.85,639011,Insider,Weak Passwords,Firewall,26,97
479,China,1,2023,Man-in-the-Middle,Telecommunications,28.82,446243,Unknown,Zero-day,Firewall,66,33
480,Germany,4,2016,DDoS,Government,22.48,10438,Nation-state,Unpatched Software,Encryption,10,82
481,Brazil,8,2023,SQL Injection,IT,97.37,796195,Nation-state,Social Engineering,Firewall,20,58
